name	type
Metal Rhythm	MISC
Outland	MISC
IRS Records	ORG
IRS	ORG
Sacrifice	MISC
Climate change in Germany	MISC
Angela Merkel	PER
CDU	ORG
1 %	NUM
COP23	MISC
George Redburn Young	PER
November 6 , 1946	TIME
October 22 , 2017	TIME
Easybeats	ORG
Flash and the Pan	ORG
one - half	NUM
Vanda & Young	ORG
Vanda	PER
Friday on My Mind	MISC
Love Is in the Air	MISC
John Paul Young	PER
AC/DC	ORG
Malcolm	PER
Angus Young	PER
ARIA Hall of Fame	MISC
Memorial City	LOC
Memorial	LOC
Katy Freeway	LOC
Beltway 8	LOC
Bunker Hill Road	LOC
Memorial City Mall	LOC
Memorial Hermann Memorial City Medical Center	LOC
CityCentre	LOC
Town & Country Village	LOC
MetroNational	ORG
47,000	NUM
4,400	NUM
Texas Legislature	ORG
Gottlob Honold	PER
26 August 1876	TIME
17 March 1923	TIME
Robert Bosch	PER
7 January 1902	TIME
Langenau	LOC
10 miles	NUM
Ulm	LOC
1891	TIME
Stuttgart	LOC
Stuttgart technical university	ORG
Daimler	ORG
Ozu	PER
Kōgo Noda	PER
103 days	TIME
1937	TIME
Make Way for Tomorrow	MISC
Leo McCarey	PER
1953	TIME
Sutherland Trophy	MISC
Tokyo Story	MISC
Michael Waters	PER
Gus Van Sant	PER
My Own Private Idaho	MISC
River Phoenix	PER
Scott Favor	PER
Keanu Reeves	PER
New Queer Cinema	MISC
Eric Alan Edwards	PER
Spilornis cheela	MISC
East Asia	LOC
S. holospila	MISC
S. elgini	MISC
S. klossi	MISC
Crested serpent eagle	MISC
Circaetus snake - eagles	MISC
subfamily Circaetinae	MISC
Kina Konova	PER
Sevlievo	LOC
September 1872-	TIME
Sofia	LOC
2 May 1952	TIME
Kina Moutafova	PER
Bulgarian	LOC
Bulgaria	LOC
Society of Friends	ORG
Women's Branch	ORG
Nadejda	ORG
1897	TIME
Bulgarian Women's Union	ORG
Vela Blagoeva	PER
Ekaterina Karavelova	PER
Anna Karima	PER
Julia Malinova	PER
27	NUM
Zhenski glas	MISC
Do n't Let It End	MISC
Kilroy Was Here	MISC
Styx	ORG
Dennis DeYoung	PER
RPM Top Singles	MISC
July 2 , 1983	TIME
classicrockrevisited.com	ORG
Roboto	PER
Show Me The Way	MISC
Babe	MISC
Best of Times	MISC
Lee Ahyoomi	PER
August 25, 1984	TIME
Sugar	ORG
Unrequited	MISC
The X - Files	MISC
Howard Gordon	PER
Chris Carter	PER
Michael Lange	PER
February 23, 1997	TIME
Fox network	ORG
Monster - of - the - Week	MISC
10.9	NUM
16.56 million	NUM
FBI	ORG
Fox Mulder	PER
David Duchovny	PER
Dana Scully	PER
Gillian Anderson	PER
X-Files	MISC
U.S. Army	ORG
Vietnam	LOC
60 Minutes	MISC
CIA	ORG
Vietnam Veterans Memorial	LOC
Bal - musette	MISC
North Africa	LOC
Algerian	LOC
Raï	MISC
Paris Opera	ORG
Orchestre de Paris	ORG
Paris Conservatory	ORG
Cité de la Musique	LOC
La Villette	LOC
Paris Symphony Hall	LOC
Conservatory	LOC
Le Zenith	LOC
Chih-Kung Jen	PER
August 15	TIME
October 2 , 1906	TIME
November 19 , 1995	TIME
20th century	TIME
Boxer Rebellion	MISC
19th century	TIME
Tsinghua University	ORG
MIT	ORG
University of Pennsylvania	ORG
Academic Long March	MISC
National Southwestern Associated University	ORG
Physics Department	ORG
Applied Physics Laboratory	ORG
Johns Hopkins University	ORG
Richard Nixon	PER
Zhou Enlai	PER
Barentsøya	LOC
Svalbard	LOC
Edgeøya	LOC
Spitsbergen	LOC
Willem Barents	PER
Søraust-Svalbard Nature Reserve	LOC
43 per cent	NUM
Kükenthaløya	LOC
Freemansundet	LOC
Barents Sea	LOC
Dørstubukta	LOC
Simon Davies	PER
Privacy International	ORG
July 2008	TIME
Stranton landmark Viacom	ORG
Viacom	ORG
Google & YouTube	ORG
YouTube	ORG
80/20 Thinking Limited	ORG
June 2015	TIME
Queenscliff	LOC
Warrnambool line	LOC
South Geelong	LOC
21 May 1879	TIME
Victorian Heritage Register	MISC
Swan Island	LOC
3 foot	NUM
Victorian Railways	ORG
6 November 1976	TIME
Bellarine Peninsula Railway	ORG
May 1979	TIME
Lakers Siding	LOC
Drysdale	LOC
Warnambool	LOC
Bellarine Rail Trail	LOC
Dow v Black	MISC
Legislatures	ORG
91	NUM
92	TIME
Constitution Act	MISC
Judicial Committee of the Privy Council	ORG
Supreme Court of New Brunswick	ORG
St. Stephen	LOC
8-mile	NUM
Debec	LOC
Houlton	LOC
Maine	LOC
92(2 )	NUM
91(29 )	NUM
92(10 )	NUM
Régine Hantelle	PER
1 March 1965	TIME
Alice	PER
Alice et Anaïs	ORG
A deux	MISC
L'étudiante	MISC
Le temps est long	MISC
L'amour avec toi	MISC
J't'en veux	MISC
Rêves des lunes	MISC
Didier Barbelivien	PER
Anaïs et Didier Barbelivien	ORG
Vendée ' 93	MISC
2 million	NUM
Les mariés de Vendée	MISC
Quitter l'autoroute	MISC
Jefferson Joseph DeBlanc	PER
February 15 , 1921	TIME
November 22 , 2007	TIME
Cajun	LOC
Marine Corps	ORG
Guadalcanal	LOC
Okinawa	LOC
January 31, 1943	TIME
Marine Corps Reserve	ORG
Committee on International Trade	ORG
7 July 2014	TIME
Bernd Lange	PER
EU	ORG
World Trade Organisation	ORG
Treaty of Lisbon	MISC
Common Commercial Policy	MISC
Grandfathering	MISC
Financial Responsibility	MISC
Enforcement’	MISC
Dual Use	MISC
Omnibus I and II	MISC
Generalised System of Preferences	MISC
Market Access Regulation	MISC
Trade Defence Instruments	MISC
Peru	LOC
Colombia	LOC
Anti - Counterfeiting Trade	MISC
Singapore	LOC
ACP	LOC
Jacques Lanxade	PER
8 September 1934	TIME
François Mitterrand	PER
French Armed Forces	ORG
Rwandan Genocide	MISC
Tunisia	LOC
Académie de Marine	ORG
Mediterranean Foundation for Strategic Research	ORG
Politique américaine	MISC
Niagara Stars	ORG
Canadian Baseball League	ORG
Welland	LOC
Dominican Republic	LOC
Pete LaCock	PER
Peter Marshall	PER
Dave MacLean	PER
Sony Discman	MISC
Hillary Clinton	PER
Arkansas	LOC
81	TIME
Democratic	ORG
2016 Democratic National Convention	MISC
Donald Trump	PER
2.8 million	NUM
38	NUM
65	NUM
112,735	NUM
Vital Signs	MISC
Rush	ORG
Moving Pictures	MISC
The Police	ORG
Signals	MISC
Grace Under Pressure	MISC
Power Windows	MISC
New World Man	MISC
Mercury # 76179	MISC
Time Machine Tour	MISC
Grace Under Pressure Tour	MISC
Alexander Alexandrovich Novikov	PER
December 3, 1976	TIME
Soviet Air Force	ORG
Hero of the Soviet Union	MISC
Politburo	ORG
NKVD	ORG
Zhukov	PER
The Franklin – Nashville Campaign	MISC
Hood 's Tennessee Campaign	MISC
Western Theater	LOC
September 18	TIME
December 27 , 1864	TIME
Alabama	LOC
northwestern Georgia	LOC
Confederate Army	ORG
John Bell Hood	PER
Atlanta	LOC
William T. Sherman	PER
Hood	PER
March to the Sea	MISC
Union forces	ORG
George H. Thomas	PER
Union force	ORG
John Schofield	PER
Thomas	PER
Battle of Spring Hill	MISC
November 29	TIME
Battle of Franklin	MISC
December 15–16	TIME
Battle of Nashville	MISC
Tupelo	LOC
Mississippi	LOC
Army of Tennessee	ORG
Planet of the Drums	ORG
AK1200	PER
Orlando	LOC
Darragh Guilfoyle	PER
Damian Higgins	PER
James Fiorella	PER
Tenth Anniversary Tour	MISC
U Street Music Hall	LOC
Washington, DC	LOC
Antonie Philips van Leeuwenhoek	PER
FRS	ORG
24 October 1632	TIME
26 August 1723	TIME
Delft	LOC
Dutch Republic	LOC
1654	TIME
1670s	TIME
1590s	TIME
1720s	TIME
Royal Society	ORG
Slow Life	MISC
Welsh	LOC
Super Furry Animals	ORG
Phantom Phorce	MISC
Phantom Power	MISC
Ciaran	PER
Motherfokker	MISC
Goldie Lookin Chain	ORG
Dylan Jones	PER
Paps O'Maoileoain	PER
9 Songs	MISC
Brixton Academy	ORG
François-Isidore Gagelin	PER
François - Isidore Gagelin	PER
10 May 1799	TIME
17 October 1833	TIME
Paris Foreign Missions Society	ORG
Montperreux	LOC
Doubs	LOC
1826	TIME
Minh Mạng	PER
Huế	LOC
Đồng Nai	LOC
Cochinchina	LOC
6 January 1833	TIME
August 1833	TIME
John Paul II	PER
Palazzo Uguccioni	LOC
Piazza della Signoria	LOC
Giovanni Uguccioni	PER
1550	TIME
Raphael	PER
Michelangelo	PER
Andrea Palladio	PER
Bartolomeo Ammannati	PER
Raffaello da Montelupo	PER
1549	TIME
Bramante	PER
Corithian	MISC
Francesco I de' Medici	PER
Giambologna	PER
Google Sheets	MISC
Google Drive	MISC
Google Docs	MISC
Google Slides	MISC
Windows	MISC
BlackBerry	MISC
ChromeOS	MISC
Microsoft	ORG
Excel	MISC
Explore	MISC
Liberation of Bulgaria	MISC
Provisional Russian Administration	ORG
Chairman of the City Administrative Council	ORG
City Administrative Council	ORG
Tsar	PER
Internal Affairs	ORG
Chairman of the Executive Committee	ORG
Executive Committee	ORG
People 's Council	ORG
Bulgarian Communist Party	ORG
7th Grand National Assembly	MISC
Aleksandar Karakachanov	PER
Aleksandar Yanchulev	PER
13 October 1991	TIME
High Commissioner from New Zealand to Fiji	MISC
Republic of the Fiji Islands	LOC
High Commission	ORG
Suva	LOC
Head of Mission	ORG
Nauru	LOC
Tuvalu	LOC
Commonwealth of Nations	ORG
Heads of State	MISC
High Commissioners	MISC
James Manuel Costa	PER
April 13, 1952	TIME
California State Assembly	ORG
State Senate	ORG
California State Legislature	ORG
26	NUM
Latino	ORG
Fresno	LOC
Blue Dog Coalition	ORG
United States House Agriculture Subcommittee on Rural Development , Research , Biotechnology , and Foreign Agriculture	ORG
Myre	PER
NPR	ORG
Associated Press	ORG
New York Times	ORG
Nicosia	LOC
Islamabad	LOC
Johannesburg	LOC
Nelson Mandela	PER
Gulf War	MISC
Taliban	ORG
Vladimir Putin	PER
Palestinian	LOC
Afghanistan	LOC
Middle East Institute	ORG
Ames Laboratory	ORG
United States Department of Energy	ORG
Ames	LOC
Iowa State University	ORG
January 2013	TIME
Department of Energy	ORG
CMI	ORG
Aleksandr Solomonovich Khakhanov	PER
Aleksandre Khakhanashvili	PER
January 3 , 1864	TIME
May 25 , 1912	TIME
Georgian	LOC
Gori	LOC
Georgia	LOC
Tbilisi Gymnasium	ORG
Moscow University	ORG
Lazarev Institute of Oriental Languages	ORG
Очерки по истории грузинской словесности	MISC
1895	TIME
1907	TIME
Histoire de Géorgie	MISC
Moscow Imperial Archeological Society	ORG
Georgian Historic and Ethnographic Society	ORG
Mükemmel	MISC
Turkish	LOC
Hande Yener	PER
June 2, 2014	TIME
Poll Production	ORG
Ask Kadin Ruhundan Anlamiyor	MISC
Apayri	MISC
Nasil Delirdim	MISC
iTunes	MISC
Karar Ver	MISC
Naber	MISC
Kaybol	MISC
Alt Dudak	MISC
R&B	MISC
Embedded Visual Basic	MISC
Microsoft Visual Basic	MISC
PDAs	MISC
Windows CE	MISC
Windows 98	MISC
Windows NT	MISC
Windows XP	MISC
Embedded Visual C++	MISC
Microsoft Visual C++	MISC
Embedded Visual J++	MISC
Visual FoxPro	MISC
ActiveSync	MISC
Control Panel	MISC
Install & Uninstall Programmes	MISC
RegEdit	MISC
Microsoft Office	MISC
Pocket	MISC
Embedded Visual InterDev	MISC
MSDN	MISC
Visual Source Safe	MISC
Visual Basic	MISC
Windows Script Host	MISC
CD - Rom	MISC
Visual J++	MISC
Visual C++	MISC
Visual Basic 6.0	MISC
Visual J++ 6.0	MISC
Visual C++ 6.0	MISC
CD - Roms	MISC
.NET	MISC
Microsoft One Basic	MISC
NS BASIC	MISC
Clarence Profit	PER
June 26 , 1912	TIME
October 22 , 1944	TIME
Antigua	LOC
Bermuda	LOC
Lullaby In Rhythm	MISC
Edgar Sampson	PER
Linda Karen Reynolds	PER
16 May 1965	TIME
Australian Senate	ORG
Western Australia	LOC
1 July 2014	TIME
Liberal Senate	ORG
High Court	ORG
Federal Liberal Party	ORG
Australian Army Reserve	ORG
Chris Ellison	PER
Conspicuous Service Cross	MISC
2011 Australia Day Honours	MISC
Army Strategic Reform Program	MISC
Alfred Reynolds	PER
Labor Party	ORG
Western Australian Legislative Assembly	ORG
Penny Sue Pritzker	PER
May 2, 1959	TIME
Barack Obama	PER
Commerce	ORG
97–1	NUM
Jay Pritzker	PER
PSP Capital Partners	ORG
Pritzker Realty Group	ORG
Artemis Real Estate Partners	ORG
October 2015	TIME
$2.4 billion	NUM
Chicago Board of Education	ORG
Museum of Contemporary Art	ORG
Pritzker Traubert Family Foundation	ORG
Royal Victorian Order	MISC
Commonwealth	ORG
Royal Household	ORG
23 April 1896	TIME
Great Seal of the Realm	MISC
Knight Grand Cross	MISC
Knight Commander	MISC
Commander	MISC
LVO	MISC
Member ( fifth class )	MISC
MVO	MISC
Dames	MISC
Dame Grand Cross	MISC
Dame Commander	MISC
Sir	MISC
Pacific Fair	LOC
Broadbeach Waters	LOC
Gold Coast	LOC
Hooker Retail Developments	ORG
January 2014	TIME
Myer	ORG
Kmart	ORG
Coles	ORG
Toys ' R ' Us	ORG
Daimaru	ORG
12-screen	NUM
Birch Carroll and Coyle Cinema	ORG
Event Cinemas	ORG
late 2015	TIME
Surfside Buslines	ORG
Broadbeach South station	LOC
Star Gold Coast	LOC
Gold Coast Convention & Exhibition Centre	LOC
Little Tallebudgera Creek	LOC
Surfers Riverwalk	LOC
The Mole	MISC
John Small	PER
August 27 , 1746	TIME
July 18 , 1831	TIME
Upper Canada	LOC
Cirencester	LOC
1746	TIME
Executive Council of Upper Canada	ORG
John Graves Simcoe	PER
York	LOC
Charles Small	PER
Berkeley House	LOC
January 1800	TIME
John White	PER
White	PER
Henry Allcock	PER
James Edward	PER
Province of Canada	LOC
Charles Coxwell Small	PER
Parliaments	ORG
Parliaments of the Province of Canada	ORG
Dominion of Canada	LOC
Bidet	MISC
Morvan	LOC
Auvergne	LOC
Poitou	LOC
Burgundy	LOC
110–135 centimetres	NUM
Ventadour Lake	LOC
Eeyou Istchee James Bay	LOC
Jamésie	LOC
Nord-du-Québec	LOC
Ventadour	LOC
Feuquières	LOC
Lake Ventadour	LOC
forest road R1032	LOC
Gabriel and Ventadour	LOC
Ventadour River	LOC
route 212	LOC
Obedjiwan	LOC
La Tuque	LOC
November	TIME
mid - May	TIME
mid - November	TIME
mid - April	TIME
Zhangping – Quanzhou – Xiaocuo railway	LOC
Zhangquanxiao railway	LOC
Fujian Province	LOC
Zhangping	LOC
Quanzhou	LOC
Xiaocuo Harbor	LOC
Port of Quanzhou	LOC
Xiaochuo Harbor	LOC
Quanzhou East	LOC
December 9, 2014	TIME
Xiamen	LOC
Vans Warped Tour	MISC
Vans	ORG
Kevin Lyman	PER
2018 Vans Warped Tour	MISC
Standard Oil Co. Inc.	ORG
1870	TIME
Rockefeller	PER
Henry Flagler	PER
United States Supreme Court	ORG
Standard Oil	MISC
Trust - busting	MISC
ExxonMobil	ORG
Chevron	ORG
1882	TIME
John Dustin Archbold	PER
Florida East Coast Railway	LOC
Henry H. Rogers	PER
Virginian Railway	LOC
New Armenian Resistance	MISC
Switzerland	LOC
Brussels	LOC
Turkish Airlines	ORG
February 1983	TIME
Armenian Secret Army for the Liberation of Armenia	ORG
Luke Schenn	PER
November 2, 1989	TIME
Anaheim Ducks	ORG
National Hockey League	ORG
Schenn	PER
Kelowna Rockets	ORG
Western Hockey League	ORG
League	ORG
Second All - Star Team	MISC
2008 NHL Entry Draft	MISC
Toronto Maple Leafs	ORG
09	TIME
Maple Leafs	ORG
2011–12	TIME
All-Rookie Team	ORG
2008 World Junior Ice Hockey Championships	MISC
2009 World Ice Hockey Championships	MISC
Luke 's Troops	ORG
Brayden	PER
St. Louis Blues	ORG
Slivo Pole	LOC
Rousse Province	LOC
Slivo Pole Municipality	LOC
five kilometres	NUM
Danube	LOC
Silistra	LOC
December 2009	TIME
3,169	NUM
29 November 2002	TIME
Tatars	ORG
Crimean War	MISC
1853	TIME
Zlatni Rat	LOC
Golden Cape	LOC
Golden Horn	LOC
Chakavian dialect	MISC
Bol	LOC
Croatian	LOC
Brač	LOC
Dalmatia	LOC
Hvar Channel	LOC
Adriatic Sea	LOC
Hvar	LOC
Mediterranean	LOC
Patrick Martin	PER
May 23, 1983	TIME
Impact Wrestling	MISC
one half	NUM
The Motor City Machine Guns	MISC
Chris Sabin	PER
Ring of Honor	MISC
Zero1-Max	PER
New Japan Pro - Wrestling	ORG
three - time	NUM
IWGP Junior Heavyweight Tag Team Champion	MISC
The High Crusade	ORG
Petey Williams	PER
Robert McDougall	PER
16 April 1813	TIME
25 June 1887	TIME
Victorian Legislative Assembly	ORG
Fortingall	LOC
Perthshire	LOC
Alexander McDougall	PER
Grace	PER
November 1841	TIME
November 1856	TIME
West Bourke	LOC
August 1857	TIME
Arundel	LOC
Keilor	LOC
Booth	MISC
Bates	MISC
Niel Black	PER
Ellora	LOC
Moonee Ponds	LOC
