name	type
Hatoyama	PER
2 February 1884	TIME
29 January 1946	TIME
Kazuo Hatoyama	PER
House of Representatives of Japan	ORG
Meiji era	TIME
Ichirō Hatoyama	PER
the 1930s	TIME
40s	TIME
Tokyo Imperial University	ORG
1926	TIME
Sakae Wagatsuma	PER
1910	TIME
Izotaro Suehiro	PER
Anglican Church	ORG
St. Barnabas ' Church	LOC
Ushigome	LOC
Conner	PER
2 June 1919	TIME
5 November 1998	TIME
United States Army	ORG
Distinguished Service Cross	MISC
Silver Stars	MISC
Croix de guerre	MISC
22 years	TIME
29 March 2018	TIME
White House	LOC
Trump	PER
Pauline Conner	PER
East Room	LOC
Brain - Washing	MISC
Kenneth Goff	PER
Scientology	ORG
L. Ron Hubbard	PER
Oliver Kenneth Goff	PER
L Ron Hubbard Jr.	PER
The Communist Manual of Psycho - Political Warfare	MISC
the Communist Manual of Instructions of Psychopolitical Warfare	MISC
Theology	MISC
Sinéad O'Connor	PER
Rubyworks	ORG
Koch Records	ORG
Dublin Sessions	MISC
London Sessions	MISC
I Do n't Know How to Love Him	MISC
Andrew Lloyd Webber	PER
Tim Rice	PER
Jesus Christ Superstar	MISC
Billboard 's Independent Albums	MISC
4,700	NUM
375,000	NUM
Empty Estate	MISC
Wild Nothing	ORG
May 14, 2013	TIME
Captured Tracks	ORG
Bella Union	ORG
Jack Tatum	PER
nine months	TIME
Nocturne	MISC
Planet of the Drums	ORG
AK1200	PER
Orlando	LOC
Darragh Guilfoyle	PER
Brooklyn	LOC
Damian Higgins	PER
James Fiorella	PER
Tenth Anniversary Tour	MISC
U Street Music Hall	LOC
Washington, DC	LOC
Poison Arrow	MISC
ABC	ORG
The Lexicon of Love	MISC
5 February 1982	TIME
7 "	NUM
12 "	NUM
Jazz Remix	MISC
Theme from Mantrap	MISC
The Look of Love	MISC
Mantrap ( The Lounge Sequence )	MISC
Tears Are Not Enough	MISC
Juliet of the Spirits	MISC
B-52s	ORG
Funplex	MISC
September 9, 2008	TIME
Federico Fellini	PER
Cindy Wilson	PER
Kate Pierson	PER
Fred Schneider	PER
Keith Strickland	PER
Cascais	LOC
Greater Lisbon	LOC
Portugal	LOC
Portuguese Riviera	LOC
206,479	NUM
97.40   km	NUM
the 1870s	TIME
Luís I	PER
Edward VIII	PER
Juan Carlos I	PER
Umberto II	PER
Iberian Peninsula	LOC
Send in Stewie , Please	MISC
Family Guy	MISC
Fox	ORG
March 18, 2018	TIME
25 minutes	TIME
Gary Janetti	PER
Joe Vaux	PER
Stewie Griffin	PER
Seth MacFarlane	PER
Ian McKellen	PER
Griffin	PER
Brian	PER
God of War	MISC
Bare Island	LOC
City of Randwick	LOC
Botany Bay	LOC
New South Wales State Heritage Register	MISC
2 April 1999	TIME
nineteenth century	TIME
Peter Scratchley	PER
Gustave Morell	PER
James Barnet	PER
John McLeod	PER
NSW Department of Public Works	ORG
La Perouse	LOC
Immigration Depot	LOC
Aapravasi Ghat	LOC
Port Louis	LOC
Indian Ocean	LOC
Mauritius	LOC
1849	TIME
1923	TIME
half a million	NUM
Indians	LOC
68 percent	NUM
the mid-20th century	TIME
Mauritian	LOC
World Heritage Site	MISC
Aapravasi Ghat Trust Fund	ORG
1860s	TIME
David J. Zuckerman	PER
August 28, 1962	TIME
Wilfred	MISC
Danville	LOC
University of California	ORG
The Fresh Prince of Bel - Air	MISC
King of the Hill	MISC
American Dad !	MISC
FX	MISC
The Father - Thing	MISC
Philip K. Dick	PER
Dick	PER
Body Snatchers	MISC
Underwood - Miller	ORG
Second Variety	MISC
Citadel	ORG
Philip K. Dick 's Electric Dreams	MISC
Michael Dinner	PER
Greg Kinnear	PER
Patricia Stephens Due	PER
December 9 , 1939	TIME
February 7 , 2012	TIME
Priscilla	PER
CORE	ORG
49 days	TIME
Woolworth	LOC
Tallahassee	LOC
NAACP	ORG
Tananarive	PER
Freedom in the Family : a Mother - Daughter Memoir of the Fight for Civil Rights	MISC
Florida A&M ; University	ORG
John D. Due	PER
Movimiento Revolucionario Túpac Katari de Liberación	ORG
Bolivia	LOC
Jenaro Flores Santos	PER
Tupaj Katari Revolutionary Movement	ORG
2.11 per cent	NUM
Cárdenas	PER
Walter Reynaga Vásquez	PER
National Congress	ORG
FULKA	ORG
1.6 per cent	NUM
Revolutionary Nationalist Movement	ORG
Revolutionary Left Movement	ORG
Chih-Kung Jen	PER
August 15	TIME
October 2 , 1906	TIME
November 19 , 1995	TIME
20th century	TIME
Boxer Rebellion	MISC
19th century	TIME
Tsinghua University	ORG
MIT	ORG
University of Pennsylvania	ORG
Academic Long March	MISC
National Southwestern Associated University	ORG
Physics Department	ORG
Applied Physics Laboratory	ORG
Johns Hopkins University	ORG
Richard Nixon	PER
Zhou Enlai	PER
Dwight Tillery	PER
Cincinnati	LOC
University of Cincinnati	ORG
United Black Association	ORG
University of Michigan Law School	ORG
Cincinnati City Council	ORG
African American	ORG
The Center for Closing the Health Gap	ORG
Center for Closing the Health Gap	ORG
Greater Cincinnati	LOC
HIV	MISC
Gospel of John	MISC
Jesus	PER
Johannine	MISC
Book of Revelation	MISC
C. K. Barrett	PER
Raymond E. Brown	PER
Johannine Community	ORG
early Church	ORG
John	PER
Judaism	ORG
Christianity	ORG
Palazzo Uguccioni	LOC
Piazza della Signoria	LOC
Giovanni Uguccioni	PER
1550	TIME
Raphael	PER
Michelangelo	PER
Andrea Palladio	PER
Bartolomeo Ammannati	PER
Raffaello da Montelupo	PER
1549	TIME
Bramante	PER
Corithian	MISC
Francesco I de' Medici	PER
Giambologna	PER
François-Isidore Gagelin	PER
François - Isidore Gagelin	PER
10 May 1799	TIME
17 October 1833	TIME
Paris Foreign Missions Society	ORG
Vietnam	LOC
Montperreux	LOC
Doubs	LOC
1826	TIME
Minh Mạng	PER
Huế	LOC
Đồng Nai	LOC
Cochinchina	LOC
6 January 1833	TIME
August 1833	TIME
John Paul II	PER
The Medallion	MISC
Hong Kong	LOC
Gordon Chan	PER
Jackie Chan	PER
Lee Evans	PER
Claire Forlani	PER
Julian Sands	PER
Rush Hour	MISC
Shanghai Noon	MISC
Shanghai Knights	MISC
TriStar Pictures	ORG
Eddie	PER
Interpol	ORG
Snakehead	PER
$ 34,268,701	NUM
$ 41   million	NUM
Mr. Hankey , the Christmas Poo	MISC
South Park	LOC
Comedy Central	ORG
December 17, 1997	TIME
Kyle	PER
Hankey	PER
Trey Parker	PER
Matt Stone	PER
Peanuts Christmas	MISC
A Charlie Brown Christmas	MISC
Kenny	PER
4.5 million	NUM
Nielsen rating	MISC
A Lonely Jew on Christmas	MISC
Kyle 's Mom is a Big Fat Bitch	MISC
John Kricfalusi	PER
The Ren & Stimpy Show	MISC
yellow - faced honeyeater	MISC
Meliphagidae	MISC
thirty minutes	TIME
Banksia	MISC
Grevillea	MISC
May	TIME
July	TIME
Honeyeaters	MISC
International Union for Conservation of Nature	ORG
Memorial City	LOC
Memorial	LOC
Katy Freeway	LOC
Beltway 8	LOC
Bunker Hill Road	LOC
Memorial City Mall	LOC
Memorial Hermann Memorial City Medical Center	LOC
CityCentre	LOC
Town & Country Village	LOC
MetroNational	ORG
47,000	NUM
4,400	NUM
Texas Legislature	ORG
Hinduism	ORG
the late 19th century	TIME
Swami Vivekananda	PER
–1902	TIME
Ramakrishna Paramahamsa	PER
Swami Paramananda	PER
Vedanta	MISC
Hindus	ORG
Los Angeles Hindu Society	ORG
Pasadena Hindu Temple	LOC
Isaac Charles Parker	PER
October 15 , 1838	TIME
November 17 , 1896	TIME
United States District Court for the Western District of Arkansas	ORG
21 years	TIME
American Old West	LOC
13,490	NUM
8,500	NUM
160	NUM
79	NUM
September 1896	TIME
Bright 's disease	MISC
Fort Smith	LOC
Pua Kele Kealoha	PER
November 14 , 1902	TIME
August 29 , 1989	TIME
Olympic	MISC
Warren Kealoha	PER
1920 Summer Olympics	MISC
17-year - old	NUM
4×200-meter	NUM
Perry McGillivray	PER
Norman Ross	PER
Duke Kahanamoku	PER
100-meter	NUM
Molokai	LOC
Oahu	LOC
Dany Morin	PER
December 19, 1985	TIME
Chicoutimi	LOC
Le Fjord	LOC
New Democratic Party	ORG
Randall Garrison	PER
Morin	PER
Liberal	ORG
Denis Lemieux	PER
Monsieur Fulgence	MISC
Saguenay – Lac - Saint - Jean	LOC
Yeshiva Rabbi Chaim Berlin	ORG
Haredi	ORG
Yeshiva Tiferes Bachurim	ORG
Meir Berlin	PER
Bar - Ilan	ORG
Chaim Berlin	PER
two thousand	NUM
Constitution of the Philippines	MISC
Filipino	MISC
Republic of the Philippines	LOC
Constitutional Commission	ORG
October 12, 1986	TIME
February 2, 1987	TIME
Three	NUM
Commonwealth Constitution	MISC
Constitution	MISC
Freedom Constitution	MISC
1899	TIME
Malolos Constitution	MISC
Walk Away Renée	MISC
Michael Brown	PER
Bob Calilli	PER
Tony Sansone	PER
Left Banke	ORG
July 1966	TIME
Steve Martin Caro	PER
13 weeks	TIME
Mamas & the Papas	ORG
California Dreamin	MISC
November 1965	TIME
World United Productions, Inc.	ORG
Harry Lookofsky	PER
Rolling Stone	ORG
220	NUM
500 Greatest Songs of All Time	MISC
The Four Tops	ORG
Rick Price	ORG
Donaldson Air Force Base	LOC
United States Air Force	ORG
Greenville	LOC
South Carolina	LOC
Greenville Army Air Base	LOC
Donaldson Center Airport	LOC
United States Army Air Forces	ORG
Third Air Force	ORG
B-25 Mitchell	MISC
C-124 Globemaster II	MISC
The Airlift Capital of the World	MISC
Berlin airlift	MISC
Korean War	MISC
Tactical Air Command	ORG
Military Air Transport Service	ORG
Monumental Church	LOC
Episcopal	ORG
1224 E. Broad Street	LOC
N. 12th	LOC
College Streets	LOC
Richmond	LOC
Robert Mills	PER
Greek Revival	MISC
National Register of Historic Places	MISC
National Historic Landmark	MISC
Court End	LOC
72	NUM
December 26, 1811	TIME
Richmond Theatre	LOC
Be Without You	MISC
Mary J. Blige	PER
Johnta Austin	PER
Bryan Michael Cox	PER
Jason Perry	PER
The Breakthrough	MISC
Ron Fair	PER
March 2017	TIME
Billboard Magazine	ORG
R&B;/Hip - Hop Song	MISC
Record of the Year and Song of the Year	MISC
Best R&B ; Song	MISC
Best Female R&B	MISC
Vocal Performance	MISC
2007 Grammy Awards	MISC
Michael Duane " Bo " McLaughlin	PER
October 23 , 1953	TIME
Houston Astros	ORG
Atlanta Braves	ORG
Oakland Athletics	ORG
May 26	TIME
Harold Baines	PER
Oakland	LOC
Merritt Hospital	LOC
September	TIME
A 's	ORG
Minors	ORG
Triple - A	MISC
Baltimore Orioles	ORG
Rockies	ORG
Unrequited	MISC
The X - Files	MISC
Howard Gordon	PER
Chris Carter	PER
Michael Lange	PER
February 23, 1997	TIME
Fox network	ORG
Monster - of - the - Week	MISC
10.9	NUM
16.56 million	NUM
FBI	ORG
Fox Mulder	PER
David Duchovny	PER
Dana Scully	PER
Gillian Anderson	PER
X-Files	MISC
U.S. Army	ORG
60 Minutes	MISC
CIA	ORG
Vietnam Veterans Memorial	LOC
BBC Weather	MISC
BBC News	ORG
BBC World News	ORG
BBC Red Button	ORG
BBC Radio	ORG
BBC Breakfast	ORG
Middlesex Polytechnic	ORG
Children 's BBC	ORG
Winter Olympics	MISC
Lillehammer	LOC
Central Television	ORG
LBC	ORG
UK Weather Channel	MISC
April 1998	TIME
Trading Up	MISC
BBC One	ORG
Countryfile	MISC
Florida Suncoast Dome	LOC
St. Petersburg	LOC
Rays	ORG
December 2008	TIME
December 2017	TIME
St. Petersburg Bowl	MISC
Tampa Bay Lightning	ORG
Tampa	LOC
Tropicana Products	ORG
Bradenton	LOC
30-year	TIME
Seattle Biomedical Research Institute	ORG
250	NUM
South Lake Union	LOC
Seattle	LOC
WA	LOC
HIV / AIDS	MISC
malaria	MISC
Emerging & Neglected Diseases	MISC
leishmaniasis	MISC
Chagas disease	MISC
toxoplasmosis	MISC
Guy	PER
Amiens	LOC
d.1075	TIME
eleventh - century	TIME
Ponthieu	LOC
Boulogne	LOC
12th century	TIME
Enguerrand II	PER
Guy I	PER
Hugh II	PER
Enguerrand I	PER
Boulognnais	LOC
Arnold II	PER
Fulk	PER
Forest l'Abbaye	LOC
Robert	PER
Péter Olajos	PER
18 April 1968	TIME
Budapest	LOC
MEP	ORG
Hungarian Democratic Forum	ORG
European People's Party	ORG
European Parliament 's Committee on the Environment , Public Health and Food Safety	ORG
Orban Government	ORG
Green Economy Development and Climate Policy	MISC
Cancun	LOC
UNFCCC COP-16	MISC
Hungarian Climate Team	ORG
Hungarian EU Presidency	ORG
Committee on the Internal Market and Consumer Protection	ORG
EU - Uzbekistan Parliamentary Cooperation Committees	ORG
Kazakhstan	LOC
Kyrgyzstan	LOC
Tajikistan	LOC
Turkmenistan	LOC
Mongolia	LOC
EU - Romania Joint Parliamentary Committee	ORG
Government	ORG
Climate Policy	MISC
Clean Energy and Energy Efficiency	MISC
Building Retrofitting Programs	MISC
The Emergency Powers Act	MISC
Dáil Éireann	PER
2 September 1939	TIME
Emergency Powers Act 1939	MISC
Oireachtas	ORG
Emergency	MISC
2 September 1946	TIME
1 September 1976	TIME
1946	TIME
Monroe Township Public Schools	LOC
Monroe Township	LOC
Gloucester County	LOC
5,921	NUM
437.8	NUM
13.52:1	NUM
Rockwell City Bridge	LOC
Rockwell City	LOC
270th Street	LOC
Calhoun County	LOC
Iowa State Highway Commission	ORG
Des Moines	LOC
James B. Marsh	PER
Iowa Bridge Company	ORG
$ 11,690	NUM
$ 4,107.65	NUM
U.S. Highway 20	LOC
Universal Declaration of Human Rights	MISC
early 1947	TIME
late 1948	TIME
Drafting Committee	ORG
United Nations Commission on Human Rights	ORG
Commission on Human Rights	ORG
Economic and Social Council	ORG
General Assembly of the United Nations	ORG
Commission	ORG
Declaration	MISC
John Peters Humphrey	PER
United Nations Secretariat	ORG
Eleanor Roosevelt	PER
René Cassin	PER
Charles Malik	PER
Lebanon	LOC
P. C. Chang	PER
Taiwan	LOC
Hansa Mehta	PER
Jacques Maritain	PER
Pnau	MISC
PNAU	ORG
Nick Littlemore	PER
Peter Mayes	PER
Sam	PER
Sambanova	MISC
Elton John	PER
Soft Universe	MISC
Good Morning to the Night	MISC
Empire of the Sun	ORG
Chameleon	MISC
Changa	MISC
Azerbaijani Popular Front Party	ORG
Azerbaijan	LOC
Abulfaz Elchibey	PER
Ali Kerimli	PER
Mirmahmud Miralioglu	PER
7 January 2001	TIME
11.0 %	NUM
125	NUM
Gudrat Hasanguliyev	PER
0.4 %	NUM
15 October 2003	TIME
6 November 2005	TIME
Freedom	ORG
East River	LOC
New River	LOC
West Virginia	LOC
Kanawha	LOC
Ridge - and - Valley Appalachians	LOC
East River Mountain	LOC
Mercer County	LOC
Bluefield	LOC
Ingleside	LOC
Hardy	LOC
Oakvale	LOC
Kellysville	LOC
Willowton	LOC
Glen Lyn	LOC
Giles County	LOC
West Virginia Route 112	LOC
U.S. Route 460	LOC
Clarence Profit	PER
June 26 , 1912	TIME
October 22 , 1944	TIME
Antigua	LOC
Bermuda	LOC
Lullaby In Rhythm	MISC
Edgar Sampson	PER
parrandas	MISC
the 18th century	TIME
Las Villas	LOC
Villa Clara	LOC
Sancti Spíritus	LOC
Ciego de Ávila	LOC
Remedios	LOC
Camajuaní	LOC
Vueltas	LOC
Zulueta	LOC
Chambas	LOC
Guayos	LOC
El Santo	LOC
Taguayabón	LOC
Buenavista	LOC
Calabazar de Sagua	LOC
Zaza del Medio	LOC
Falcón	LOC
asaltos	MISC
Behzad Mirkhani	PER
May 13, 1969	TIME
Tehran	LOC
Persian	LOC
Iran House of Music	ORG
Irish Music Rights Organisation	ORG
Registry of Guitar Tutors	ORG
The Last Leaf	MISC
Baby	MISC
USA	LOC
René-Lévesque	LOC
Côte - Nord	LOC
Manicouagan Regional County Municipality	LOC
La Haute - Côte - Nord Regional County Municipality	LOC
Baie-Comeau	LOC
Forestville	LOC
Charlevoix-Saguenay	LOC
René Lévesque	PER
Askar Simitko	PER
1953–January 28 , 1995	TIME
Kurdish	LOC
Turkey	LOC
Istanbul	LOC
Urmia	LOC
West Azarbaijan	LOC
Tahirhan	PER
September 1985	TIME
Barzani	LOC
SAVAMA	ORG
Mohammad Reza Pahlavi	PER
People 's Mujahedin	ORG
Susurluk	LOC
Kutlu Savaş	PER
January 15, 1995	TIME
Lazım Esmaeili	PER
Polat Renaissance Hotel	LOC
Yeşilköy	LOC
03:45	TIME
Kerev Creek	LOC
Silivri	LOC
Second MIT Report	MISC
Mehmet Eymür	PER
Erlenmeyer	PER
11 July 1822	TIME
9 August 1877	TIME
Wiesbaden	LOC
Marburg	LOC
University of Bonn	ORG
Karl Wilhelm Wutzer	PER
University of Berlin	ORG
Jacobi	PER
1777	TIME
1858	TIME
Siegburg	LOC
Bendorf bei Koblenz	LOC
Asyl für Gehirn- und Nervenkranke	LOC
1866	TIME
Albrechtshöhe	LOC
1854	TIME
Deutsche Gesellschaft für Psychiatrie und gerichtliche Psychologie	ORG
Friedrich Albrecht Erlenmeyer	PER
